Tag.id|TagClass.id|type
718|82|HAS_TYPE
719|88|HAS_TYPE
720|59|HAS_TYPE
721|88|HAS_TYPE
722|94|HAS_TYPE
723|59|HAS_TYPE
724|279|HAS_TYPE
725|88|HAS_TYPE
726|211|HAS_TYPE
727|211|HAS_TYPE
728|211|HAS_TYPE
729|211|HAS_TYPE
730|94|HAS_TYPE
731|57|HAS_TYPE
732|211|HAS_TYPE
733|88|HAS_TYPE
734|211|HAS_TYPE
735|88|HAS_TYPE
736|336|HAS_TYPE
737|211|HAS_TYPE
738|279|HAS_TYPE
739|211|HAS_TYPE
740|59|HAS_TYPE
741|336|HAS_TYPE
742|250|HAS_TYPE
743|336|HAS_TYPE
744|211|HAS_TYPE
745|332|HAS_TYPE
746|115|HAS_TYPE
747|336|HAS_TYPE
748|336|HAS_TYPE
749|193|HAS_TYPE
750|211|HAS_TYPE
751|250|HAS_TYPE
752|88|HAS_TYPE
753|336|HAS_TYPE
754|82|HAS_TYPE
755|349|HAS_TYPE
756|193|HAS_TYPE
757|88|HAS_TYPE
758|115|HAS_TYPE
759|3|HAS_TYPE
760|336|HAS_TYPE
761|57|HAS_TYPE
762|211|HAS_TYPE
763|211|HAS_TYPE
764|279|HAS_TYPE
765|88|HAS_TYPE
766|211|HAS_TYPE
767|59|HAS_TYPE
768|211|HAS_TYPE
769|336|HAS_TYPE
770|211|HAS_TYPE
771|74|HAS_TYPE
772|336|HAS_TYPE
773|59|HAS_TYPE
774|211|HAS_TYPE
775|332|HAS_TYPE
776|211|HAS_TYPE
777|279|HAS_TYPE
778|82|HAS_TYPE
779|211|HAS_TYPE
780|88|HAS_TYPE
781|211|HAS_TYPE
782|82|HAS_TYPE
783|336|HAS_TYPE
784|211|HAS_TYPE
785|88|HAS_TYPE
786|211|HAS_TYPE
787|211|HAS_TYPE
788|336|HAS_TYPE
789|82|HAS_TYPE
790|82|HAS_TYPE
791|349|HAS_TYPE
792|336|HAS_TYPE
793|349|HAS_TYPE
794|349|HAS_TYPE
795|336|HAS_TYPE
796|349|HAS_TYPE
797|211|HAS_TYPE
798|88|HAS_TYPE
799|250|HAS_TYPE
800|37|HAS_TYPE
801|211|HAS_TYPE
802|211|HAS_TYPE
803|59|HAS_TYPE
804|211|HAS_TYPE
805|211|HAS_TYPE
806|82|HAS_TYPE
807|3|HAS_TYPE
808|82|HAS_TYPE
809|211|HAS_TYPE
810|115|HAS_TYPE
811|211|HAS_TYPE
812|59|HAS_TYPE
813|59|HAS_TYPE
814|211|HAS_TYPE
815|279|HAS_TYPE
816|250|HAS_TYPE
817|88|HAS_TYPE
818|349|HAS_TYPE
819|336|HAS_TYPE
820|279|HAS_TYPE
821|336|HAS_TYPE
822|279|HAS_TYPE
823|336|HAS_TYPE
824|336|HAS_TYPE
825|279|HAS_TYPE
826|211|HAS_TYPE
827|59|HAS_TYPE
828|115|HAS_TYPE
829|336|HAS_TYPE
830|59|HAS_TYPE
831|332|HAS_TYPE
832|59|HAS_TYPE
833|211|HAS_TYPE
834|349|HAS_TYPE
835|211|HAS_TYPE
836|336|HAS_TYPE
837|211|HAS_TYPE
838|212|HAS_TYPE
839|336|HAS_TYPE
840|211|HAS_TYPE
841|88|HAS_TYPE
842|279|HAS_TYPE
843|349|HAS_TYPE
844|336|HAS_TYPE
845|211|HAS_TYPE
846|279|HAS_TYPE
847|336|HAS_TYPE
848|3|HAS_TYPE
849|211|HAS_TYPE
850|336|HAS_TYPE
851|336|HAS_TYPE
852|88|HAS_TYPE
853|59|HAS_TYPE
854|211|HAS_TYPE
855|349|HAS_TYPE
856|59|HAS_TYPE
857|82|HAS_TYPE
858|279|HAS_TYPE
859|211|HAS_TYPE
860|211|HAS_TYPE
861|349|HAS_TYPE
862|349|HAS_TYPE
863|349|HAS_TYPE
864|88|HAS_TYPE
865|37|HAS_TYPE
866|82|HAS_TYPE
867|59|HAS_TYPE
868|336|HAS_TYPE
869|211|HAS_TYPE
870|336|HAS_TYPE
871|88|HAS_TYPE
872|279|HAS_TYPE
873|336|HAS_TYPE
874|279|HAS_TYPE
875|349|HAS_TYPE
876|212|HAS_TYPE
877|59|HAS_TYPE
878|355|HAS_TYPE
879|279|HAS_TYPE
880|336|HAS_TYPE
881|250|HAS_TYPE
882|59|HAS_TYPE
883|250|HAS_TYPE
884|336|HAS_TYPE
885|37|HAS_TYPE
886|349|HAS_TYPE
887|279|HAS_TYPE
888|59|HAS_TYPE
889|279|HAS_TYPE
890|82|HAS_TYPE
891|336|HAS_TYPE
892|59|HAS_TYPE
893|211|HAS_TYPE
894|336|HAS_TYPE
895|349|HAS_TYPE
896|336|HAS_TYPE
897|336|HAS_TYPE
898|59|HAS_TYPE
899|336|HAS_TYPE
900|336|HAS_TYPE
901|211|HAS_TYPE
902|115|HAS_TYPE
903|88|HAS_TYPE
904|193|HAS_TYPE
905|59|HAS_TYPE
906|82|HAS_TYPE
907|37|HAS_TYPE
908|211|HAS_TYPE
909|96|HAS_TYPE
910|3|HAS_TYPE
911|211|HAS_TYPE
912|94|HAS_TYPE
913|336|HAS_TYPE
914|94|HAS_TYPE
915|59|HAS_TYPE
916|59|HAS_TYPE
917|3|HAS_TYPE
918|336|HAS_TYPE
919|211|HAS_TYPE
920|336|HAS_TYPE
921|211|HAS_TYPE
922|336|HAS_TYPE
923|211|HAS_TYPE
924|211|HAS_TYPE
925|211|HAS_TYPE
926|115|HAS_TYPE
927|59|HAS_TYPE
928|336|HAS_TYPE
929|211|HAS_TYPE
930|211|HAS_TYPE
931|211|HAS_TYPE
932|59|HAS_TYPE
933|3|HAS_TYPE
934|211|HAS_TYPE
935|211|HAS_TYPE
936|354|HAS_TYPE
937|279|HAS_TYPE
938|336|HAS_TYPE
939|191|HAS_TYPE
940|82|HAS_TYPE
941|336|HAS_TYPE
942|3|HAS_TYPE
943|115|HAS_TYPE
944|74|HAS_TYPE
945|211|HAS_TYPE
946|279|HAS_TYPE
947|355|HAS_TYPE
948|88|HAS_TYPE
949|336|HAS_TYPE
950|279|HAS_TYPE
951|279|HAS_TYPE
952|94|HAS_TYPE
953|250|HAS_TYPE
954|211|HAS_TYPE
955|115|HAS_TYPE
956|88|HAS_TYPE
957|82|HAS_TYPE
958|279|HAS_TYPE
959|211|HAS_TYPE
960|59|HAS_TYPE
961|59|HAS_TYPE
962|82|HAS_TYPE
963|193|HAS_TYPE
964|59|HAS_TYPE
965|336|HAS_TYPE
966|336|HAS_TYPE
967|279|HAS_TYPE
968|336|HAS_TYPE
969|349|HAS_TYPE
970|336|HAS_TYPE
971|115|HAS_TYPE
972|349|HAS_TYPE
973|82|HAS_TYPE
974|88|HAS_TYPE
975|336|HAS_TYPE
976|82|HAS_TYPE
977|349|HAS_TYPE
978|211|HAS_TYPE
979|211|HAS_TYPE
980|211|HAS_TYPE
981|211|HAS_TYPE
982|279|HAS_TYPE
983|82|HAS_TYPE
984|115|HAS_TYPE
985|98|HAS_TYPE
986|193|HAS_TYPE
987|193|HAS_TYPE
988|250|HAS_TYPE
989|59|HAS_TYPE
990|211|HAS_TYPE
991|3|HAS_TYPE
992|349|HAS_TYPE
993|115|HAS_TYPE
994|349|HAS_TYPE
995|82|HAS_TYPE
996|82|HAS_TYPE
997|336|HAS_TYPE
998|336|HAS_TYPE
999|250|HAS_TYPE
1000|279|HAS_TYPE
1001|211|HAS_TYPE
1002|211|HAS_TYPE
1003|211|HAS_TYPE
1004|336|HAS_TYPE
1005|57|HAS_TYPE
1006|336|HAS_TYPE
1007|59|HAS_TYPE
1008|211|HAS_TYPE
1009|279|HAS_TYPE
1010|211|HAS_TYPE
1011|88|HAS_TYPE
1012|279|HAS_TYPE
1013|59|HAS_TYPE
1014|211|HAS_TYPE
1015|211|HAS_TYPE
1016|211|HAS_TYPE
1017|211|HAS_TYPE
1018|279|HAS_TYPE
1019|211|HAS_TYPE
1020|82|HAS_TYPE
1021|211|HAS_TYPE
1022|88|HAS_TYPE
1023|349|HAS_TYPE
1024|88|HAS_TYPE
1025|115|HAS_TYPE
1026|349|HAS_TYPE
1027|211|HAS_TYPE
1028|349|HAS_TYPE
1029|211|HAS_TYPE
1030|336|HAS_TYPE
1031|59|HAS_TYPE
1032|88|HAS_TYPE
1033|98|HAS_TYPE
1034|211|HAS_TYPE
1035|115|HAS_TYPE
1036|211|HAS_TYPE
1037|211|HAS_TYPE
1038|115|HAS_TYPE
1039|98|HAS_TYPE
1040|115|HAS_TYPE
1041|115|HAS_TYPE
1042|211|HAS_TYPE
1043|88|HAS_TYPE
1044|349|HAS_TYPE
1045|24|HAS_TYPE
1046|211|HAS_TYPE
1047|211|HAS_TYPE
1048|115|HAS_TYPE
1049|349|HAS_TYPE
1050|115|HAS_TYPE
1051|115|HAS_TYPE
1052|211|HAS_TYPE
1053|211|HAS_TYPE
1054|211|HAS_TYPE
1055|59|HAS_TYPE
1056|96|HAS_TYPE
1057|211|HAS_TYPE
1058|115|HAS_TYPE
1059|211|HAS_TYPE
1060|115|HAS_TYPE
1061|211|HAS_TYPE
1062|349|HAS_TYPE
1063|211|HAS_TYPE
1064|211|HAS_TYPE
1065|211|HAS_TYPE
1066|211|HAS_TYPE
1067|211|HAS_TYPE
1068|211|HAS_TYPE
