creationDate|Post.id|Place.id|type
2012-04-06T19:07:20.077Z|893353197619|1|IS_LOCATED_IN
2012-04-06T19:07:21.077Z|893353197620|1|IS_LOCATED_IN
2012-04-06T19:07:22.077Z|893353197621|1|IS_LOCATED_IN
2012-04-06T19:07:23.077Z|893353197622|1|IS_LOCATED_IN
2012-04-06T19:07:24.077Z|893353197623|1|IS_LOCATED_IN
2012-04-06T19:07:25.077Z|893353197624|1|IS_LOCATED_IN
2012-04-06T19:07:26.077Z|893353197625|1|IS_LOCATED_IN
2012-04-06T19:07:27.077Z|893353197626|1|IS_LOCATED_IN
2012-04-06T19:07:28.077Z|893353197627|1|IS_LOCATED_IN
2012-04-06T19:07:29.077Z|893353197628|1|IS_LOCATED_IN
2012-04-05T02:04:15.418Z|893353197649|1|IS_LOCATED_IN
2012-09-08T16:48:23.089Z|1099511627858|1|IS_LOCATED_IN
2012-09-08T16:48:24.089Z|1099511627859|1|IS_LOCATED_IN
2012-09-08T16:48:25.089Z|1099511627860|1|IS_LOCATED_IN
2012-09-08T16:48:26.089Z|1099511627861|1|IS_LOCATED_IN
2012-09-08T16:48:27.089Z|1099511627862|1|IS_LOCATED_IN
2012-09-08T16:48:28.089Z|1099511627863|1|IS_LOCATED_IN
2012-09-08T16:48:29.089Z|1099511627864|1|IS_LOCATED_IN
2012-09-08T16:48:30.089Z|1099511627865|1|IS_LOCATED_IN
2012-09-08T16:48:31.089Z|1099511627866|1|IS_LOCATED_IN
2012-09-08T16:48:33.089Z|1099511627868|1|IS_LOCATED_IN
2012-09-08T16:48:34.089Z|1099511627869|1|IS_LOCATED_IN
2012-09-08T16:48:35.089Z|1099511627870|1|IS_LOCATED_IN
2012-09-08T16:48:36.089Z|1099511627871|1|IS_LOCATED_IN
2012-09-08T16:48:37.089Z|1099511627872|1|IS_LOCATED_IN
2012-09-08T16:48:38.089Z|1099511627873|1|IS_LOCATED_IN
2012-09-08T16:48:40.089Z|1099511627875|1|IS_LOCATED_IN
2012-09-08T16:48:41.089Z|1099511627876|1|IS_LOCATED_IN
2012-06-27T19:31:38.129Z|962072674405|1|IS_LOCATED_IN
2012-06-27T19:31:39.129Z|962072674406|1|IS_LOCATED_IN
2012-06-27T19:31:40.129Z|962072674407|1|IS_LOCATED_IN
2012-06-27T19:31:41.129Z|962072674408|1|IS_LOCATED_IN
2012-06-27T19:31:42.129Z|962072674409|1|IS_LOCATED_IN
2012-06-27T19:31:43.129Z|962072674410|1|IS_LOCATED_IN
2012-04-09T21:42:14.730Z|893353197691|1|IS_LOCATED_IN
2012-04-09T21:42:15.730Z|893353197692|1|IS_LOCATED_IN
2012-04-09T21:42:16.730Z|893353197693|1|IS_LOCATED_IN
2012-04-09T21:42:17.730Z|893353197694|1|IS_LOCATED_IN
2012-04-09T21:42:18.730Z|893353197695|1|IS_LOCATED_IN
2012-04-09T21:42:19.730Z|893353197696|1|IS_LOCATED_IN
2012-04-09T21:42:20.730Z|893353197697|1|IS_LOCATED_IN
2012-04-09T21:42:21.730Z|893353197698|1|IS_LOCATED_IN
2012-04-09T21:42:22.730Z|893353197699|1|IS_LOCATED_IN
2012-04-09T21:42:23.730Z|893353197700|1|IS_LOCATED_IN
2012-04-09T21:42:24.730Z|893353197701|1|IS_LOCATED_IN
2012-04-09T21:42:25.730Z|893353197702|1|IS_LOCATED_IN
2012-04-09T21:42:26.730Z|893353197703|1|IS_LOCATED_IN
2012-04-09T21:42:27.730Z|893353197704|1|IS_LOCATED_IN
2012-04-09T21:42:28.730Z|893353197705|1|IS_LOCATED_IN
2012-04-09T21:42:29.730Z|893353197706|1|IS_LOCATED_IN
2012-04-09T21:42:30.730Z|893353197707|1|IS_LOCATED_IN
2012-04-09T21:42:31.730Z|893353197708|1|IS_LOCATED_IN
2012-04-09T21:42:32.730Z|893353197709|1|IS_LOCATED_IN
2011-11-06T14:58:17.267Z|687194767503|1|IS_LOCATED_IN
2011-11-06T14:58:18.267Z|687194767504|1|IS_LOCATED_IN
2011-11-06T14:58:19.267Z|687194767505|1|IS_LOCATED_IN
2011-11-06T14:58:20.267Z|687194767506|1|IS_LOCATED_IN
2011-11-06T14:58:21.267Z|687194767507|1|IS_LOCATED_IN
2011-11-06T14:58:22.267Z|687194767508|1|IS_LOCATED_IN
2011-11-06T14:58:23.267Z|687194767509|1|IS_LOCATED_IN
2011-11-06T14:58:24.267Z|687194767510|1|IS_LOCATED_IN
2011-11-06T14:58:25.267Z|687194767511|1|IS_LOCATED_IN
2011-11-06T14:58:26.267Z|687194767512|1|IS_LOCATED_IN
2011-11-06T14:58:27.267Z|687194767513|1|IS_LOCATED_IN
2011-11-06T14:58:28.267Z|687194767514|7|IS_LOCATED_IN
2011-11-06T14:58:29.267Z|687194767515|1|IS_LOCATED_IN
2011-11-06T14:58:30.267Z|687194767516|37|IS_LOCATED_IN
2011-11-06T14:58:31.267Z|687194767517|1|IS_LOCATED_IN
2011-11-06T14:58:32.267Z|687194767518|1|IS_LOCATED_IN
2011-11-06T14:58:33.267Z|687194767519|1|IS_LOCATED_IN
2011-11-06T14:58:34.267Z|687194767520|1|IS_LOCATED_IN
2011-11-06T14:58:35.267Z|687194767521|1|IS_LOCATED_IN
2011-10-12T06:15:52.087Z|687194767522|92|IS_LOCATED_IN
2011-05-23T06:01:17.143Z|549755814053|92|IS_LOCATED_IN
2011-05-23T06:01:18.143Z|549755814054|108|IS_LOCATED_IN
2011-05-23T06:01:19.143Z|549755814055|92|IS_LOCATED_IN
2011-05-23T06:01:20.143Z|549755814056|92|IS_LOCATED_IN
2011-05-23T06:01:21.143Z|549755814057|92|IS_LOCATED_IN
2011-05-23T06:01:22.143Z|549755814058|92|IS_LOCATED_IN
2011-05-23T06:01:23.143Z|549755814059|92|IS_LOCATED_IN
2011-05-23T06:01:24.143Z|549755814060|92|IS_LOCATED_IN
2011-05-23T06:01:25.143Z|549755814061|92|IS_LOCATED_IN
2011-05-23T06:01:26.143Z|549755814062|92|IS_LOCATED_IN
2011-05-23T06:01:27.143Z|549755814063|92|IS_LOCATED_IN
2011-05-23T06:01:28.143Z|549755814064|92|IS_LOCATED_IN
2011-05-23T06:01:29.143Z|549755814065|92|IS_LOCATED_IN
2011-05-23T06:01:30.143Z|549755814066|66|IS_LOCATED_IN
2011-05-23T06:01:31.143Z|549755814067|92|IS_LOCATED_IN
2011-05-23T06:01:32.143Z|549755814068|92|IS_LOCATED_IN
2012-01-20T18:01:58.397Z|824633721013|92|IS_LOCATED_IN
2012-01-20T18:01:59.397Z|824633721014|92|IS_LOCATED_IN
2012-01-20T18:02:00.397Z|824633721015|92|IS_LOCATED_IN
2012-01-20T18:02:01.397Z|824633721016|92|IS_LOCATED_IN
2012-01-20T18:02:02.397Z|824633721017|92|IS_LOCATED_IN
2012-01-20T18:02:03.397Z|824633721018|92|IS_LOCATED_IN
2012-01-20T18:02:04.397Z|824633721019|92|IS_LOCATED_IN
2011-12-11T15:06:59.776Z|755914244285|92|IS_LOCATED_IN
2011-12-11T15:07:00.776Z|755914244286|92|IS_LOCATED_IN
2011-12-11T15:07:01.776Z|755914244287|92|IS_LOCATED_IN
2011-12-11T15:07:02.776Z|755914244288|92|IS_LOCATED_IN
2011-12-11T15:07:03.776Z|755914244289|92|IS_LOCATED_IN
2011-12-11T15:07:04.776Z|755914244290|92|IS_LOCATED_IN
2011-12-11T15:07:05.776Z|755914244291|92|IS_LOCATED_IN
2011-12-11T15:07:06.776Z|755914244292|92|IS_LOCATED_IN
2011-12-11T15:07:07.776Z|755914244293|92|IS_LOCATED_IN
2011-12-11T15:07:08.776Z|755914244294|92|IS_LOCATED_IN
2011-12-11T15:07:09.776Z|755914244295|92|IS_LOCATED_IN
2011-12-11T15:07:10.776Z|755914244296|92|IS_LOCATED_IN
2011-12-11T15:07:11.776Z|755914244297|92|IS_LOCATED_IN
2011-12-11T15:07:13.776Z|755914244299|92|IS_LOCATED_IN
2011-12-11T15:07:14.776Z|755914244300|92|IS_LOCATED_IN
2011-12-11T15:07:15.776Z|755914244301|92|IS_LOCATED_IN
2011-12-11T15:07:16.776Z|755914244302|92|IS_LOCATED_IN
2011-12-11T15:07:17.776Z|755914244303|92|IS_LOCATED_IN
2012-08-29T16:42:48.593Z|1030792151248|92|IS_LOCATED_IN
2012-08-29T16:42:49.593Z|1030792151249|92|IS_LOCATED_IN
2012-08-29T16:42:50.593Z|1030792151250|92|IS_LOCATED_IN
2012-08-29T16:42:51.593Z|1030792151251|92|IS_LOCATED_IN
2012-08-29T16:42:52.593Z|1030792151252|92|IS_LOCATED_IN
2012-08-29T16:42:53.593Z|1030792151253|92|IS_LOCATED_IN
2012-08-29T16:42:54.593Z|1030792151254|92|IS_LOCATED_IN
2012-08-29T16:42:55.593Z|1030792151255|92|IS_LOCATED_IN
2012-08-29T16:42:57.593Z|1030792151257|92|IS_LOCATED_IN
2012-08-29T16:42:58.593Z|1030792151258|92|IS_LOCATED_IN
2012-08-29T16:42:59.593Z|1030792151259|92|IS_LOCATED_IN
2012-08-29T16:43:00.593Z|1030792151260|92|IS_LOCATED_IN
2012-08-29T16:43:01.593Z|1030792151261|92|IS_LOCATED_IN
2012-08-29T16:43:02.593Z|1030792151262|92|IS_LOCATED_IN
2011-03-13T14:23:05.931Z|481036337375|92|IS_LOCATED_IN
2011-03-13T14:23:06.931Z|481036337376|92|IS_LOCATED_IN
2011-03-13T14:23:07.931Z|481036337377|92|IS_LOCATED_IN
2011-03-13T14:23:08.931Z|481036337378|92|IS_LOCATED_IN
2011-03-13T14:23:09.931Z|481036337379|92|IS_LOCATED_IN
2011-03-13T14:23:10.931Z|481036337380|92|IS_LOCATED_IN
2011-03-13T14:23:11.931Z|481036337381|92|IS_LOCATED_IN
2011-03-13T14:23:12.931Z|481036337382|92|IS_LOCATED_IN
2010-06-22T06:17:24.975Z|137438953703|92|IS_LOCATED_IN
2010-06-22T06:17:25.975Z|137438953704|92|IS_LOCATED_IN
2010-11-14T23:07:58.147Z|343597383913|92|IS_LOCATED_IN
2010-11-14T23:07:59.147Z|343597383914|92|IS_LOCATED_IN
2010-11-14T23:08:00.147Z|343597383915|92|IS_LOCATED_IN
2010-11-14T23:08:01.147Z|343597383916|110|IS_LOCATED_IN
2010-11-14T23:08:02.147Z|343597383917|92|IS_LOCATED_IN
2010-11-14T23:08:03.147Z|343597383918|92|IS_LOCATED_IN
2010-11-14T23:08:04.147Z|343597383919|92|IS_LOCATED_IN
2010-11-14T23:08:05.147Z|343597383920|92|IS_LOCATED_IN
2010-11-14T23:08:06.147Z|343597383921|92|IS_LOCATED_IN
2010-11-14T23:08:07.147Z|343597383922|92|IS_LOCATED_IN
2010-11-14T23:08:08.147Z|343597383923|92|IS_LOCATED_IN
2010-11-14T23:08:09.147Z|343597383924|92|IS_LOCATED_IN
2010-11-14T23:08:10.147Z|343597383925|92|IS_LOCATED_IN
2010-11-14T23:08:11.147Z|343597383926|92|IS_LOCATED_IN
2010-11-14T23:08:12.147Z|343597383927|92|IS_LOCATED_IN
2010-11-14T23:08:13.147Z|343597383928|92|IS_LOCATED_IN
2010-11-14T23:08:14.147Z|343597383929|92|IS_LOCATED_IN
2010-11-14T23:08:15.147Z|343597383930|92|IS_LOCATED_IN
2010-11-14T23:08:16.147Z|343597383931|92|IS_LOCATED_IN
2010-12-25T03:13:55.488Z|343597383932|92|IS_LOCATED_IN
2010-12-25T03:13:56.488Z|343597383933|92|IS_LOCATED_IN
2010-12-25T03:13:57.488Z|343597383934|92|IS_LOCATED_IN
2010-12-25T03:13:58.488Z|343597383935|92|IS_LOCATED_IN
2010-12-25T03:13:59.488Z|343597383936|92|IS_LOCATED_IN
2010-12-25T03:14:00.488Z|343597383937|92|IS_LOCATED_IN
2010-12-25T03:14:01.488Z|343597383938|92|IS_LOCATED_IN
2010-12-25T03:14:02.488Z|343597383939|92|IS_LOCATED_IN
2010-12-25T03:14:03.488Z|343597383940|92|IS_LOCATED_IN
2010-05-15T21:53:11.622Z|137438953733|92|IS_LOCATED_IN
2010-05-15T21:53:12.622Z|137438953734|92|IS_LOCATED_IN
2010-05-15T21:53:13.622Z|137438953735|92|IS_LOCATED_IN
2010-05-15T21:53:14.622Z|137438953736|92|IS_LOCATED_IN
2010-05-15T21:53:15.622Z|137438953737|92|IS_LOCATED_IN
2010-06-27T09:50:46.718Z|137438953738|92|IS_LOCATED_IN
2010-06-27T09:50:47.718Z|137438953739|92|IS_LOCATED_IN
2010-06-27T09:50:48.718Z|137438953740|92|IS_LOCATED_IN
2010-06-27T09:50:49.718Z|137438953741|92|IS_LOCATED_IN
2010-06-27T09:50:50.718Z|137438953742|92|IS_LOCATED_IN
2010-06-27T09:50:51.718Z|137438953743|92|IS_LOCATED_IN
2010-06-27T09:50:52.718Z|137438953744|92|IS_LOCATED_IN
2010-06-27T09:50:53.718Z|137438953745|92|IS_LOCATED_IN
2010-06-27T09:50:54.718Z|137438953746|92|IS_LOCATED_IN
2010-06-27T09:50:55.718Z|137438953747|92|IS_LOCATED_IN
2010-06-27T09:50:56.718Z|137438953748|92|IS_LOCATED_IN
2010-06-27T09:50:57.718Z|137438953749|92|IS_LOCATED_IN
2010-06-27T09:50:58.718Z|137438953750|92|IS_LOCATED_IN
2010-06-27T09:50:59.718Z|137438953751|92|IS_LOCATED_IN
2011-03-31T01:27:05.402Z|481036337432|92|IS_LOCATED_IN
2011-03-31T01:27:06.402Z|481036337433|92|IS_LOCATED_IN
2011-03-31T01:27:07.402Z|481036337434|92|IS_LOCATED_IN
2011-03-31T01:27:08.402Z|481036337435|92|IS_LOCATED_IN
2011-03-31T01:27:09.402Z|481036337436|92|IS_LOCATED_IN
2011-03-31T01:27:10.402Z|481036337437|92|IS_LOCATED_IN
2011-03-31T01:27:11.402Z|481036337438|92|IS_LOCATED_IN
2011-03-31T01:27:12.402Z|481036337439|92|IS_LOCATED_IN
2011-03-31T01:27:13.402Z|481036337440|92|IS_LOCATED_IN
2011-03-31T01:27:14.402Z|481036337441|92|IS_LOCATED_IN
2011-03-31T01:27:15.402Z|481036337442|92|IS_LOCATED_IN
2011-03-31T01:27:16.402Z|481036337443|92|IS_LOCATED_IN
2011-03-31T01:27:17.402Z|481036337444|92|IS_LOCATED_IN
2011-03-31T01:27:18.402Z|481036337445|92|IS_LOCATED_IN
2011-03-31T01:27:19.402Z|481036337446|92|IS_LOCATED_IN
2011-03-31T01:27:20.402Z|481036337447|92|IS_LOCATED_IN
2011-03-31T01:27:21.402Z|481036337448|92|IS_LOCATED_IN
2011-03-31T01:27:22.402Z|481036337449|92|IS_LOCATED_IN
2011-10-29T08:52:02.173Z|687194767658|92|IS_LOCATED_IN
2011-10-29T08:52:03.173Z|687194767659|92|IS_LOCATED_IN
2011-10-29T08:52:04.173Z|687194767660|92|IS_LOCATED_IN
2011-10-29T08:52:05.173Z|687194767661|92|IS_LOCATED_IN
2011-10-29T08:52:06.173Z|687194767662|92|IS_LOCATED_IN
2010-07-22T19:50:52.336Z|206158430512|92|IS_LOCATED_IN
2010-07-22T19:50:53.336Z|206158430513|92|IS_LOCATED_IN
2011-08-26T04:06:34.751Z|618475290930|92|IS_LOCATED_IN
2011-08-26T04:06:35.751Z|618475290931|92|IS_LOCATED_IN
2011-08-26T04:06:36.751Z|618475290932|92|IS_LOCATED_IN
2010-07-25T17:47:01.767Z|206158430517|92|IS_LOCATED_IN
2010-07-25T17:47:02.767Z|206158430518|92|IS_LOCATED_IN
2010-07-25T17:47:03.767Z|206158430519|92|IS_LOCATED_IN
2010-07-25T17:47:04.767Z|206158430520|92|IS_LOCATED_IN
2010-07-25T17:47:05.767Z|206158430521|92|IS_LOCATED_IN
2010-07-25T17:47:06.767Z|206158430522|92|IS_LOCATED_IN
2010-07-25T17:47:07.767Z|206158430523|92|IS_LOCATED_IN
2010-07-25T17:47:08.767Z|206158430524|92|IS_LOCATED_IN
2010-07-25T17:47:10.767Z|206158430526|92|IS_LOCATED_IN
2010-07-25T17:47:11.767Z|206158430527|92|IS_LOCATED_IN
2010-07-25T17:47:12.767Z|206158430528|92|IS_LOCATED_IN
2010-07-23T04:56:10.665Z|206158430529|92|IS_LOCATED_IN
2010-07-23T04:56:11.665Z|206158430530|92|IS_LOCATED_IN
2010-07-23T04:56:12.665Z|206158430531|92|IS_LOCATED_IN
2010-07-23T04:56:13.665Z|206158430532|92|IS_LOCATED_IN
2010-07-23T04:56:14.665Z|206158430533|92|IS_LOCATED_IN
2010-07-23T04:56:15.665Z|206158430534|92|IS_LOCATED_IN
2010-03-25T19:47:08.026Z|68719477063|56|IS_LOCATED_IN
2010-03-25T19:47:10.026Z|68719477065|92|IS_LOCATED_IN
2010-03-25T19:47:11.026Z|68719477066|92|IS_LOCATED_IN
2010-03-25T19:47:12.026Z|68719477067|92|IS_LOCATED_IN
2010-03-25T19:47:13.026Z|68719477068|92|IS_LOCATED_IN
2010-03-25T19:47:14.026Z|68719477069|92|IS_LOCATED_IN
2012-01-04T10:16:03.478Z|755914244430|92|IS_LOCATED_IN
2012-01-04T10:16:04.478Z|755914244431|92|IS_LOCATED_IN
2012-01-04T10:16:05.478Z|755914244432|92|IS_LOCATED_IN
2012-01-04T10:16:06.478Z|755914244433|92|IS_LOCATED_IN
2012-01-04T10:16:07.478Z|755914244434|92|IS_LOCATED_IN
2012-01-04T10:16:08.478Z|755914244435|92|IS_LOCATED_IN
2012-01-04T10:16:10.478Z|755914244437|92|IS_LOCATED_IN
2012-01-04T10:16:11.478Z|755914244438|92|IS_LOCATED_IN
2012-01-04T10:16:12.478Z|755914244439|92|IS_LOCATED_IN
2012-01-04T10:16:13.478Z|755914244440|92|IS_LOCATED_IN
2012-01-04T10:16:14.478Z|755914244441|92|IS_LOCATED_IN
2012-01-04T10:16:15.478Z|755914244442|92|IS_LOCATED_IN
2012-01-04T10:16:16.478Z|755914244443|92|IS_LOCATED_IN
2012-01-04T10:16:17.478Z|755914244444|92|IS_LOCATED_IN
2012-01-22T20:44:51.732Z|824633721181|92|IS_LOCATED_IN
2012-01-22T20:44:52.732Z|824633721182|92|IS_LOCATED_IN
2012-01-22T20:44:53.732Z|824633721183|92|IS_LOCATED_IN
2012-01-22T20:44:54.732Z|824633721184|92|IS_LOCATED_IN
2012-01-22T20:44:55.732Z|824633721185|92|IS_LOCATED_IN
2012-01-22T20:44:56.732Z|824633721186|92|IS_LOCATED_IN
2012-01-22T20:44:57.732Z|824633721187|92|IS_LOCATED_IN
2012-01-22T20:44:58.732Z|824633721188|92|IS_LOCATED_IN
2012-01-22T20:44:59.732Z|824633721189|92|IS_LOCATED_IN
2012-01-22T20:45:00.732Z|824633721190|92|IS_LOCATED_IN
2012-01-22T20:45:01.732Z|824633721191|92|IS_LOCATED_IN
2012-01-22T20:45:02.732Z|824633721192|92|IS_LOCATED_IN
2012-01-22T20:45:03.732Z|824633721193|92|IS_LOCATED_IN
2012-01-22T20:45:04.732Z|824633721194|92|IS_LOCATED_IN
2012-01-22T20:45:05.732Z|824633721195|92|IS_LOCATED_IN
2012-01-22T20:45:06.732Z|824633721196|92|IS_LOCATED_IN
2012-01-22T20:45:07.732Z|824633721197|92|IS_LOCATED_IN
2012-01-22T20:45:08.732Z|824633721198|92|IS_LOCATED_IN
2012-01-22T20:45:09.732Z|824633721199|92|IS_LOCATED_IN
2012-01-22T20:45:10.732Z|824633721200|92|IS_LOCATED_IN
2012-03-17T02:47:31.324Z|893353197937|92|IS_LOCATED_IN
2012-03-17T02:47:32.324Z|893353197938|92|IS_LOCATED_IN
2012-07-04T01:34:32.380Z|962072674675|92|IS_LOCATED_IN
2012-07-04T01:34:33.380Z|962072674676|92|IS_LOCATED_IN
2012-07-04T01:34:34.380Z|962072674677|92|IS_LOCATED_IN
2012-07-04T01:34:35.380Z|962072674678|92|IS_LOCATED_IN
2012-07-04T01:34:36.380Z|962072674679|92|IS_LOCATED_IN
2012-07-04T01:34:37.380Z|962072674680|92|IS_LOCATED_IN
2012-07-04T01:34:38.380Z|962072674681|92|IS_LOCATED_IN
2012-07-04T01:34:39.380Z|962072674682|92|IS_LOCATED_IN
2012-07-04T01:34:40.380Z|962072674683|92|IS_LOCATED_IN
2012-07-04T01:34:41.380Z|962072674684|92|IS_LOCATED_IN
2012-07-04T01:34:42.380Z|962072674685|92|IS_LOCATED_IN
2012-07-04T01:34:43.380Z|962072674686|92|IS_LOCATED_IN
2012-07-04T01:34:44.380Z|962072674687|92|IS_LOCATED_IN
2012-07-04T01:34:45.380Z|962072674688|92|IS_LOCATED_IN
2011-01-11T21:15:54.167Z|412316860801|92|IS_LOCATED_IN
2011-01-11T21:15:55.167Z|412316860802|92|IS_LOCATED_IN
2011-01-11T21:15:56.167Z|412316860803|92|IS_LOCATED_IN
2011-01-11T21:15:57.167Z|412316860804|92|IS_LOCATED_IN
2011-01-11T21:15:58.167Z|412316860805|92|IS_LOCATED_IN
2011-01-11T21:15:59.167Z|412316860806|92|IS_LOCATED_IN
2011-01-11T21:16:00.167Z|412316860807|92|IS_LOCATED_IN
2011-01-11T21:16:01.167Z|412316860808|92|IS_LOCATED_IN
2011-01-11T21:16:02.167Z|412316860809|92|IS_LOCATED_IN
2011-01-11T21:16:03.167Z|412316860810|92|IS_LOCATED_IN
2011-01-11T21:16:04.167Z|412316860811|92|IS_LOCATED_IN
2011-01-11T21:16:06.167Z|412316860813|92|IS_LOCATED_IN
2011-01-11T21:16:07.167Z|412316860814|92|IS_LOCATED_IN
2011-01-11T21:16:08.167Z|412316860815|92|IS_LOCATED_IN
2011-01-11T21:16:09.167Z|412316860816|92|IS_LOCATED_IN
2011-01-11T21:16:10.167Z|412316860817|92|IS_LOCATED_IN
2011-01-11T21:16:11.167Z|412316860818|92|IS_LOCATED_IN
2011-01-11T21:16:12.167Z|412316860819|47|IS_LOCATED_IN
2010-03-12T17:41:01.364Z|68719477140|92|IS_LOCATED_IN
2010-03-12T17:41:02.364Z|68719477141|92|IS_LOCATED_IN
2010-03-12T17:41:03.364Z|68719477142|92|IS_LOCATED_IN
2010-03-12T17:41:04.364Z|68719477143|92|IS_LOCATED_IN
2010-03-12T17:41:05.364Z|68719477144|92|IS_LOCATED_IN
2010-03-12T17:41:06.364Z|68719477145|92|IS_LOCATED_IN
2010-03-12T17:41:07.364Z|68719477146|92|IS_LOCATED_IN
2010-03-12T17:41:08.364Z|68719477147|92|IS_LOCATED_IN
2010-03-12T17:41:09.364Z|68719477148|92|IS_LOCATED_IN
2010-03-12T17:41:10.364Z|68719477149|92|IS_LOCATED_IN
2012-03-08T22:17:28.324Z|893353197982|92|IS_LOCATED_IN
2012-03-08T22:17:29.324Z|893353197983|92|IS_LOCATED_IN
2012-03-08T22:17:30.324Z|893353197984|92|IS_LOCATED_IN
2012-03-08T22:17:31.324Z|893353197985|92|IS_LOCATED_IN
2011-09-29T12:44:43.296Z|687194767778|92|IS_LOCATED_IN
2011-09-29T12:44:44.296Z|687194767779|92|IS_LOCATED_IN
2011-09-29T12:44:45.296Z|687194767780|92|IS_LOCATED_IN
2011-09-29T12:44:46.296Z|687194767781|92|IS_LOCATED_IN
2011-09-29T12:44:47.296Z|687194767782|92|IS_LOCATED_IN
2011-09-29T12:44:48.296Z|687194767783|92|IS_LOCATED_IN
2011-09-29T12:44:49.296Z|687194767784|92|IS_LOCATED_IN
2011-09-29T12:44:50.296Z|687194767785|92|IS_LOCATED_IN
2011-09-29T12:44:51.296Z|687194767786|92|IS_LOCATED_IN
2011-09-29T12:44:52.296Z|687194767787|92|IS_LOCATED_IN
2011-09-29T12:44:53.296Z|687194767788|92|IS_LOCATED_IN
2011-09-29T12:44:54.296Z|687194767789|92|IS_LOCATED_IN
2011-09-29T12:44:55.296Z|687194767790|92|IS_LOCATED_IN
2011-09-29T12:44:56.296Z|687194767791|92|IS_LOCATED_IN
2011-09-29T12:44:57.296Z|687194767792|92|IS_LOCATED_IN
2011-09-29T12:44:58.296Z|687194767793|92|IS_LOCATED_IN
2011-09-29T12:44:59.296Z|687194767794|92|IS_LOCATED_IN
2011-09-10T05:08:52.579Z|687194767795|92|IS_LOCATED_IN
2011-09-10T05:08:53.579Z|687194767796|92|IS_LOCATED_IN
2011-09-10T05:08:55.579Z|687194767798|92|IS_LOCATED_IN
2011-09-10T05:08:56.579Z|687194767799|92|IS_LOCATED_IN
2011-09-10T05:08:57.579Z|687194767800|92|IS_LOCATED_IN
2011-09-10T05:08:58.579Z|687194767801|92|IS_LOCATED_IN
2011-09-10T05:08:59.579Z|687194767802|92|IS_LOCATED_IN
2011-09-10T05:09:00.579Z|687194767803|92|IS_LOCATED_IN
2011-09-10T05:09:01.579Z|687194767804|92|IS_LOCATED_IN
2011-09-10T05:09:02.579Z|687194767805|92|IS_LOCATED_IN
2011-09-10T05:09:03.579Z|687194767806|92|IS_LOCATED_IN
2011-09-10T05:09:04.579Z|687194767807|92|IS_LOCATED_IN
2011-09-10T05:09:05.579Z|687194767808|92|IS_LOCATED_IN
2011-09-10T05:09:06.579Z|687194767809|92|IS_LOCATED_IN
2011-09-10T05:09:07.579Z|687194767810|92|IS_LOCATED_IN
2011-09-10T05:09:08.579Z|687194767811|92|IS_LOCATED_IN
2011-09-10T05:09:09.579Z|687194767812|92|IS_LOCATED_IN
2011-09-10T05:09:10.579Z|687194767813|92|IS_LOCATED_IN
