creationDate|Person.id|EmailAddress.id|type
2010-01-31T13:13:03.929Z|16|99|EMAIL
2010-11-25T20:18:45.744Z|10995116277808|100|EMAIL
2010-11-25T20:18:45.744Z|10995116277808|101|EMAIL
2010-11-25T20:18:45.744Z|10995116277808|102|EMAIL
2012-06-26T12:37:35.179Z|30786325577740|103|EMAIL
2012-06-26T12:37:35.179Z|30786325577740|104|EMAIL
2012-01-16T00:09:40.120Z|26388279066658|105|EMAIL
2012-01-16T00:09:40.120Z|26388279066658|106|EMAIL
2012-01-16T00:09:40.120Z|26388279066658|107|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|108|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|109|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|110|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|111|EMAIL
2010-08-08T01:41:16.348Z|6597069766702|112|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|113|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|114|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|115|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|116|EMAIL
2011-02-19T10:23:00.379Z|13194139533352|117|EMAIL
2012-03-13T15:16:08.597Z|28587302322196|118|EMAIL
2012-03-13T15:16:08.597Z|28587302322196|119|EMAIL
2010-09-17T21:25:01.182Z|8796093022234|120|EMAIL
2012-01-12T23:55:02.878Z|26388279066641|121|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|122|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|123|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|124|EMAIL
2010-11-13T15:50:09.443Z|10995116277761|125|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|126|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|127|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|128|EMAIL
2012-09-05T01:03:26.184Z|32985348833291|129|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|130|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|131|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|132|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|133|EMAIL
2010-04-18T01:27:21.494Z|2199023255573|134|EMAIL
2012-09-09T02:13:37.511Z|35184372088871|135|EMAIL
2012-09-09T02:13:37.511Z|35184372088871|136|EMAIL
2012-09-09T02:13:37.511Z|35184372088871|137|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|138|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|139|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|140|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|141|EMAIL
2012-04-25T02:31:06.437Z|28587302322209|142|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|143|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|144|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|145|EMAIL
2011-11-07T16:24:26.837Z|24189255811109|146|EMAIL
2012-03-19T21:30:34.350Z|28587302322191|147|EMAIL
